Concepticon_Gloss.xo,Concepticon_Gloss.yo,xo_source_score,xo_source_odds,labels
CLIMB,RIDE,1889194.9930069975,1.257749347006744,1.0
TAKE,NOT,3542609.3317972366,1.257731165525088,1.0
ROTTEN,WOUND,1645589.6666666823,1.2576817230252277,1.0
BELT,RAINBOW,810974.027027035,1.2576674003614745,1.0
SEE,HIDE (CONCEAL),2844228.34554977,1.2575846274787692,1.0
HOLD,RAIN (PRECIPITATION),3922626.017543838,1.257496309506345,1.0
SMALL,LAUGH,2406467.82352943,1.2573727710012514,1.0
DO OR MAKE,OPEN,2540841.887005673,1.2572925673498654,1.0
PIG,MOW,1842331.5555555515,1.2571869910376496,1.0
COOK (SOMETHING),TUMBLE (FALL DOWN),2793962.1746032014,1.2571672366840658,1.0
THEY,FAR,1787231.1526717385,1.2571429171276736,1.0
"DWELL (LIVE, RESIDE)",IN,2918894.3147208393,1.2571361475067766,1.0
WIFE,LIGHT (WEIGHT),2982005.543147221,1.2571361475067693,1.0
BACK,WAIST,1335238.6060606153,1.2570807785393583,1.0
CUT DOWN,FINISH,2662082.715846997,1.2570775425588065,1.0
WALK,IRON,3731084.780269067,1.2569006851101288,1.0
CONDEMN,SCOLD,1164126.0000000051,1.2568404100052064,1.0
LEG,BOWL,3501422.629629629,1.2568065198523541,1.0
CARRY,ROAST (SOMETHING),4253694.021097066,1.256601567629175,1.0
END (OF SPACE),THREAD,2189460.5696202735,1.2565630285002545,1.0
GOOD,SPEAR,2552314.5393258417,1.2563121992292503,1.0
DIVIDE,PISS,2552314.539325841,1.25631219922925,1.0
DIVIDE,DRY UP,2552314.5393258403,1.2563121992292499,1.0
SWIM,ROW,1844484.555555562,1.2562573520735436,1.0
HE OR SHE OR IT,ANIMAL,3171284.4390243655,1.255974102217008,1.0
HOLD,CARRY IN HAND,3812171.960698696,1.2559336289582421,1.0
EARTH (SOIL),DUST,4177872.941176477,1.2558953130213042,1.0
KILL,POUND,3246465.46153844,1.2558112627826086,1.0
WASH,SALT,2322224.4337349543,1.2557999980334833,1.0
CLAW,SCATTER (SEEDS),2567849.212290502,1.2557990853341117,1.0
SPEAK,SHIVER,4484260.604938297,1.2555833468409967,1.0
PULL,CARRY ON SHOULDER,3057371.044776071,1.2555542027093047,1.0
CUT,SHIVER,4480551.53909466,1.255472127217337,1.0
OWN,BE LATE,1808036.195488718,1.2554548258264928,1.0
VINE,BUNCH,862507.723404256,1.2553501235709321,1.0
GAP (DISTANCE),MIDDLE,862507.7234042563,1.255350123570932,1.0
LEAF,EAR,1916488.4929577548,1.255344628831179,1.0
AT,IT,1553143.2477876206,1.2552652348740434,1.0
VULTURE,CROW,976347.2068965563,1.2551948444307428,1.0
DO,PUT ON,3106621.108374418,1.2551266590329417,1.0
TRUE,BE,1459846.1904761738,1.2550534769662292,1.0
SEPARATE,WRITE,1459846.1904761735,1.255053476966229,1.0
SPREAD OUT,SACRIFICE,1739760.75,1.2550530332827528,1.0
PAINT (PIGMENTS),BRUSH,1409745.2970296964,1.2549334773098193,1.0
BEHIND,BUTTOCKS,1554509.8965517206,1.2549233847831274,1.0
GARDEN-HOUSE,ADOBE,1275059.8602150674,1.254881664851231,1.0
RUN,JUMP,1728661.0000000107,1.2548213661589396,1.0
SIBLING,OLDER SIBLING,1890717.9148936246,1.2548073432603915,1.0
STRAIGHT,SMOOTH,1984372.5099337688,1.254731472078483,1.0
SPADE,PASTURE,1778089.305343521,1.254661169181157,1.0
SEIZE,SHARPEN (SOMETHING),3748024.288888899,1.2545425874081944,1.0
HIS OR HER,OUR,2144170.717948731,1.2544410458611572,1.0
WEAVE,CLOTH,3136221.097560962,1.2543662575308658,1.0
BUILD,FOLD,1958939.4444444377,1.2543596746046932,1.0
TAKE,SEND,3544532.018264839,1.2543456281448087,1.0
SNIFF,KISS,1274352.7777777838,1.2543285031110747,1.0
HEAR,FEEL,3001113.221674921,1.2542833154561954,1.0
SHOVEL,PRECIPICE,1858458.0875912202,1.2542716368468099,1.0
CHANGE,ANSWER,1785322.172932325,1.2542592788652083,1.0
STEAL,ABUSE,1816152.9402985352,1.2540202708323862,1.0
DIVIDE,DONATE,2531223.7877094974,1.2539432276212275,1.0
DIVIDE,SCATTER (SEEDS),2551571.245810033,1.2539432276211997,1.0
SHRIEK,GROAN,1076017.37837838,1.253738783625032,1.0
LOOK FOR,SPIN,2139899.4615384582,1.2536941283201417,1.0
WALK,SHARPEN (SOMETHING),3729075.733333323,1.2536705914071948,1.0
RIPEN,DIMINISH,1490744.4444444359,1.2536702335129906,1.0
MEDICINE,CAUSE,1119665.8421052643,1.2536672349433686,1.0
NO,WHICH,2123567.9999999935,1.2536383927593868,1.0
SEW,TRAVERSE,2107199.831168858,1.2535502183528944,1.0
GO,LEAD (GUIDE),3621811.099099035,1.2534390252797885,1.0
LEAVE,FOLLOW,2688034.8064516024,1.2532435455570734,1.0
BITTER,SHUT,1578573.5172413606,1.2531997331336888,1.0
WATER,POUND,3203799.8461538665,1.2530259223687736,1.0
NARROW,AGAIN,1378156.8367347112,1.253013520125585,1.0
FOOT,THIGH,2784475.6492146384,1.2528986932453319,1.0
FEAR (BE AFRAID),SCARED,929503.1941747605,1.2527845804750417,1.0
WOOD,SMOKE (EXHAUST),3879024.7826086986,1.252660281459842,1.0
FEATHER,WING,2470198.317460309,1.2526433304766722,1.0
HOOK,HANG UP,1272435.6363636302,1.2525408944870096,1.0
WEAVE,SELL,3143221.9805825152,1.2524986411982915,1.0
HEAVY,PREGNANT,1566833.7627118772,1.2523237979286461,1.0
FIRE,PLANT (VEGETATION),2742000.0740740993,1.2522580273514432,1.0
ROAST (SOMETHING),CARRY PERSON ON BACK,1678857.7096774094,1.2522092803606384,1.0
DOOR,WHEAT,1386992.040404038,1.2520443037624716,1.0
EAT,NEAR,3413215.9259259063,1.251914721433307,1.0
TELL,ANSWER,1785322.172932325,1.251847960987861,1.0
MEAT,CLAY,2987533.7999999896,1.251810494086225,1.0
GO,IRON,3624699.4708520626,1.251808784693553,1.0
FLOW,CRAWL,1862046.1449275413,1.251748122183571,1.0
SKIN (HUMAN),SHELL,1441069.6153846139,1.2517107157123961,1.0
PULL,PUT ON,3059728.7142856903,1.2517081521041722,1.0
RICH,PERSON (CLASSIFIER),882883.9130434849,1.2516488774935584,1.0
WINE,BEER,786569.3043478259,1.2516488774935406,1.0
SAY,SPEECH,3895865.9655172774,1.251634663399234,1.0
WHAT,THREAD,2159700.91139242,1.251543574778938,1.0
KEEP,DEFEND,2221984.5301204934,1.251524596727178,1.0
LET GO OR SET FREE,RESCUE,1525633.5517241245,1.2514647674376453,1.0
DAY (NOT NIGHT),SOUR,2127085.692307683,1.251432756491936,1.0
SPEAK,FAT (OBESE),4480488.097560961,1.2514217878882232,1.0
SEE,FIGHT,2841958.8556701234,1.2513235035161796,1.0
CUT,FAT (OBESE),4476791.325203257,1.2513109368956135,1.0
DECEIT,SWINDLE,933882.9230769186,1.2511093327465082,1.0
LEAVE,SEPARATE,2671290.3850267725,1.251046862860838,1.0
DIE,IMITATE,2687334.1711230064,1.2510468628608256,1.0
LEAVE,IMITATE,2687334.1711230064,1.2510468628608253,1.0
PINCH,SACRIFICE,1725916.5,1.25103628302334,1.0
SEED,BURN,2616965.52173915,1.2509852884547845,1.0
MOUTH,SALTY,2625030.130434773,1.2509852884547588,1.0
ARRIVE,FIND,2479567.5649717776,1.250972262217321,1.0
ARRIVE,OPEN,2487737.474576246,1.2509722622172978,1.0
MOUNTAIN OR HILL,SHOULDER,1529988.714285719,1.2509003949509903,1.0
I,WHERE,2061412.7368421052,1.250809889871356,1.0
CARRY ON BACK,CARRY PERSON ON BACK,1674181.2258064456,1.250742516453363,1.0
BAKE,SHINE,1576387.627118649,1.2506568037480694,1.0
SEND,SHINE,1600272.2881355993,1.2506568037480512,1.0
RIVER,WET,2503388.3820224507,1.2505652960109301,1.0
HOUSE,ROOM,2786189.74876851,1.2505413845846454,1.0
PUT,FOLD,1928124.6666666581,1.2505058834917584,1.0
CHANGE,ABUSE,1802565.7611940044,1.2504643642552689,1.0
SWEEP,ABUSE,1802565.7611940044,1.2504643642552686,1.0
FLAT,SHALLOW,1464708.4770642058,1.250463215634632,1.0
HE OR SHE OR IT,AT,3157255.5384615613,1.250418014099324,1.0
LANGUAGE,FISH,2876179.4285714403,1.2503600560472545,1.0
EAT,NOT,3404734.8064516066,1.250208707090608,1.0
WOMAN,YOUNGER SISTER,3217740.1904761535,1.2501684342893067,1.0
RISE (MOVE UPWARDS),ASK (INQUIRE),2232229.5276073785,1.2500013435175354,1.0
SPIDER,BUTTERFLY,715229.7692307705,1.249764639107643,1.0
YOU,DOG,2554253.2044198704,1.2497486142550904,1.0
ANIMAL,TAIL,1538536.8849557312,1.2497122825927938,1.0
BEAD,TIN OR TINPLATE,951590.8181818065,1.2497067818615621,1.0
POUR,COVER,2280457.8072289303,1.2496535185105018,1.0
CORRECT (RIGHT),FLAT,2817530.05128205,1.2496292202947692,1.0
TAKE,LEAD (GUIDE),3538113.7837837623,1.249381698337249,1.0
LEATHER,MOUNTAIN OR HILL,3028467.1182266437,1.2493605742671943,1.0
GOOD,PEOPLE,2550198.834254141,1.2492838138506537,1.0
PAY,GIVE BACK,1137438.3157894695,1.249207400310011,1.0
MISPLACE,FLY (INSECT),1168302.5641025677,1.2491249797262678,1.0
CALL,CRY,1810722.9259258928,1.249095776508251,1.0
OLD (AGED),HORSE,2267927.8192771003,1.2490245367923896,1.0
MAN,FATHER,3607804.9777778294,1.248965972332775,1.0
WALK,DRIVE,3654573.61403506,1.2489317039351635,1.0
LEAVE,ENTER,2686669.723404249,1.248873549129442,1.0
PERSON,PEOPLE,2323154.104972349,1.2488172909818582,1.0
WEAVE,SHAKE,3145619.4615384387,1.2488172820811814,1.0
WEAVE,POUND,3145619.461538438,1.2488172820811811,1.0
PUSH,TRAVERSE,2077158.2857142808,1.2488010969712573,1.0
SEED,SOW SEEDS,2551918.540540557,1.2487527213559533,1.0
SPEAK,PINCH,4474443.967741901,1.2487033501851916,1.0
BARK,BACK,2387833.179190763,1.2486932376382043,1.0
WHAT,YES,2146264.238993747,1.2486730781725233,1.0
DEEP,GIVE BIRTH,1179390.6913580152,1.248596149930943,1.0
CUT,PINCH,4474443.967741901,1.248592739991909,1.0
ARRIVE,PISS,2487079.66292133,1.2485912461327884,1.0
ARRIVE,DRY UP,2487079.6629213295,1.2485912461327882,1.0
STOVE,CHEW,1375210.2000000123,1.2485739896157086,1.0
EAT,BEAUTIFUL,3407780.7247705865,1.24851834425562,1.0
HEAD,GOD,2256041.6666666833,1.248506888171282,1.0
WANT,CHOOSE,2467312.700564993,1.2484571797381994,1.0
WANT,OPEN,2467312.7005649926,1.2484571797381991,1.0
MOTHER,IF,1848617.9275362212,1.2484401169866224,1.0
FLAX OR LINEN,COTTON,900496.4705882323,1.2483446788301809,1.0
FAT (OBESE),SACRIFICE,1716687.0,1.2483186827445454,1.0
THREAD,VEIN,1316125.4468085142,1.2482906168894383,1.0
SEIZE,CARRY IN HAND,3725445.9912663917,1.2482472868745107,1.0
BROTHER,TWO,2678661.765957476,1.2480594106806169,1.0
CARRY,SHIVER,4246880.390946532,1.248014460548014,1.0
ONLY,OFTEN,1215249.9397590393,1.2480129814456016,1.0
SOON,OFTEN,1203945.2891566176,1.2480129814455825,1.0
STOMACH,SWEET,2077158.2857142813,1.2479964687635154,1.0
FLEE,DISAPPEAR,1559322.620689648,1.2479604453691868,1.0
MALE (OF PERSON),OX,2227363.6829268094,1.247938757796027,1.0
INSIDE,UP,1898023.0069930018,1.2479377672965102,1.0
OWN,HOST,1806207.4074073995,1.2479140366064272,1.0
MOON,DOG,2529926.9834254286,1.2478790394100021,1.0
DO OR MAKE,CULTIVATE,2525872.6132596955,1.2478790394099863,1.0
DO OR MAKE,BE BORN,2501546.392265171,1.2478790394099661,1.0
LOOK FOR,HUNT,2074673.316455695,1.2478599535884245,1.0
SWAMP,VALLEY,976347.2068965567,1.2477895083963826,1.0
SWAMP,SPRING OR WELL,983271.6551724136,1.2477895083963686,1.0
SPLIT,COVER,2263751.1566265114,1.247758538542725,1.0
PAIN,HUNGER,1818879.294117651,1.247741957298419,1.0
CATCH,BRING,2905714.577889459,1.2477270058198078,1.0
CATCH,BORROW,2893918.7135678194,1.2477270058198013,1.0
SEW,SPIN,2097186.8974358775,1.2475936331815827,1.0
OLDER BROTHER,OLDER SIBLING,1726500.6312056587,1.247589768752481,1.0
GRANDMOTHER,OLD WOMAN,1796061.33333334,1.2475632184495054,1.0
STUDY,FOLD,1928124.6666666581,1.2475632184494958,1.0
CLOUD,HEAVEN,2423555.9142856905,1.2475617929419782,1.0
MANY,ARROW,2085035.5161290355,1.2474090402370548,1.0
RAIN (PRECIPITATION),VOMIT,1638686.360655728,1.2472549551813639,1.0
CUT,STRIKE OR BEAT,4469632.196787128,1.2472500162202076,1.0
PATH,MY,2247670.45454544,1.247210789179996,1.0
SAY,ASK (REQUEST),3923065.361702212,1.2471439750885007,1.0
BOIL (OF LIQUID),JUMP,1733246.3076923075,1.247045739805074,1.0
DIG,OPEN,2455057.8361582104,1.2469247654839826,1.0
PICK UP,CHOOSE,2410123.3333333186,1.2469247654839652,1.0
PRAY,PREACH,1017751.0645161188,1.246859335729094,1.0
HOLD,ASK (REQUEST),3915578.5957446476,1.2468368332568385,1.0
LAND,PLAIN,3488656.2792792544,1.246761880079727,1.0
DIE,TUMBLE (FALL DOWN),2686040.8888888704,1.246723233426941,1.0
DIE,PLANT (VEGETATION),2686040.8888888704,1.246723233426941,1.0
LEAVE,TUMBLE (FALL DOWN),2686040.8888888704,1.2467232334269407,1.0
BOW,BAMBOO,1408308.9411764627,1.2467127540916558,1.0
COOK (SOMETHING),FIGHT,2790431.0103093046,1.2466608990965136,1.0
COOK (SOMETHING),RIPEN,2790431.010309304,1.2466608990965133,1.0
TIE,JOIN,2157106.5679012393,1.2466413728296448,1.0
THINK (BELIEVE),GUESS,1956593.903225792,1.2466138697635776,1.0
RUB,COVER,2259574.4939759034,1.2464817126771226,1.0
ARRIVE,DONATE,2482389.888268133,1.2462368335799394,1.0
ARRIVE,SCATTER (SEEDS),2486459.3798882435,1.2462368335799296,1.0
DRAW MILK,CRAWL,1839665.7826086793,1.2462046272899303,1.0
YOUNG,SOFT,1544884.4482758755,1.246190861011695,1.0
WANT,DRY UP,2466693.764044918,1.2460809506917183,1.0
WANT,PISS,2466693.7640449177,1.246080950691718,1.0
HEAD,COVER,2255397.8313252935,1.2458391958868997,1.0
DO,POUND,3102953.8461538674,1.2458097426286376,1.0
THIS,WHERE,2035537.2631578948,1.2457816857656636,1.0
HIS OR HER,YES,2137780.9811320757,1.2457396421701326,1.0
GHOST,DEEP,1733246.3076923084,1.2457231752284013,1.0
GHOST,DEMON,1453542.5384615143,1.2457231752283722,1.0
BE ALIVE OR LIFE,WAKE UP,1784449.522388038,1.2456290551667057,1.0
COME BACK,RESEMBLE,1919320.4444444377,1.2455759437590816,1.0
PAIR,PESTLE,1007510.6557377125,1.2454852484203596,1.0
"DWELL (LIVE, RESIDE)",PUT ON,2977667.0246305633,1.245422832499626,1.0
COUNT,SMOOTH,2018958.5231788065,1.245422072448283,1.0
THINK,REMEMBER,1248819.3370786617,1.2453981260648623,1.0
CATTLE,RAM,2043471.7320261553,1.2452650055719117,1.0
BLOW (OF WIND),ANNOUNCE,2092915.6410256373,1.245246971656427,1.0
BLOW (OF WIND),SPIN,2092915.641025637,1.2452469716564267,1.0
LIVER,SEVEN,1394366.2574257439,1.2451795276195479,1.0
BLOW (WITH MOUTH),SWELL,1515324.285714281,1.2451329301397962,1.0
WOOD,ROOT,3874401.382978691,1.2451229527240903,1.0
CONVICT,JUDGMENT,937329.509433962,1.2449022336856272,1.0
LONG,TASTE (SOMETHING),2370245.8857143014,1.2448748339731988,1.0
STONE,THREAD,2121438.493670893,1.244851902517378,1.0
ANIMAL,SNAKE,1537377.7017543614,1.2448313693651432,1.0
BOOT,BUNCH,886246.4680851089,1.2447327778523933,1.0
GOOD,CLEAN,2492420.38797816,1.2447262451898538,1.0
SPEAK,SPREAD OUT,4474831.422310749,1.2447069218488775,1.0
FAST,MIGHTY OR POWERFUL OR STRONG,1851497.14285713,1.244656625784022,1.0
CUT,SPREAD OUT,4471154.486055788,1.244596665659405,1.0
DIE,YELLOW,2681456.8421052424,1.244595552626583,1.0
DIG,SPEAR,2429999.1460674256,1.244551453131268,1.0
DIG,DRY UP,2454462.224719096,1.244551453131266,1.0
LIE DOWN,SIT DOWN,2263129.7065868424,1.2444830309868808,1.0
EXPLAIN,RULE,1200234.902439016,1.244456808110599,1.0
YESTERDAY,AFTERNOON,1200234.902439016,1.2444568081105989,1.0
YOUNGER SISTER,YOUNGER SIBLING,1530446.2758620705,1.244409506587932,1.0
STAND,WAKE UP,1689339.2686567255,1.2444030420314531,1.0
FELL (A TREE),COOKED,1927376.517241391,1.2442384129748507,1.0
SAY,ROAST (SOMETHING),3921315.822784843,1.2442133430544746,1.0
SEPARATE,COMMAND,1457180.9719626156,1.2441815826893559,1.0
SHIVER,SACRIFICE,1702842.75,1.2441812021040595,1.0
DOWN OR BELOW,GO DOWN (DESCEND),1619850.885245888,1.2441217890586564,1.0
CARRY,FAT (OBESE),4243894.666666684,1.2438779882345312,1.0
GO,DRIVE,3462028.929824553,1.2438720871023472,1.0
SLEEP,BURN,2556480.956521731,1.2438663257085347,1.0
BREAST,ROPE,2946405.4285714375,1.2438661614758098,1.0
CUT DOWN,THICK,2658061.2962962864,1.2438536452929352,1.0
CUT DOWN,PLANT (VEGETATION),2658061.2962962864,1.2438536452929352,1.0
WANT,SCATTER (SEEDS),2462042.4301676196,1.2437312716905016,1.0
WANT,DONATE,2466111.921787739,1.2437312716904918,1.0
RIVER,DOG,2501546.3922651703,1.2435690614389427,1.0
SPEAK,SING,4459099.079365086,1.2433959241935975,1.0
DO OR MAKE,FINISH,2536855.7595628435,1.2433265955702004,1.0
MOON,CLEAN,2536855.759562842,1.2433265955702002,1.0
POINTED,NEEDLE (FOR SEWING),1567858.794871779,1.2432802802678238,1.0
TUMBLE (FALL DOWN),DIMINISH,1465898.7037036992,1.2431931209121923,1.0
PEN,DUCK,749178.2424242501,1.2430426969246293,1.0
WHAT,HOW,1955013.186335423,1.2430390599884513,1.0
THOU,THEIR,2568018.9729729495,1.2430105709929251,1.0
FINGERNAIL,FINGER,2559968.756756735,1.243010570992919,1.0
YOU,BURN,2548416.347826072,1.242946885690528,1.0
WASH,DOOR,2318901.701754364,1.2428266503093572,1.0
WASH,BURY,2318901.7017543637,1.2428266503093568,1.0
SQUEEZE,TWIST (AROUND),2526896.31016042,1.2426271357261858,1.0
SQUEEZE,IMITATE,2607115.2406416885,1.2426271357261855,1.0
COOK (SOMETHING),DESTROY,2789261.918367323,1.2426084545984355,1.0
ARM,ROOM,2942497.729063989,1.2426033854704492,1.0
GIVE,SEND,3326818.3059361167,1.2425926595319614,1.0
DRINK,MY,2214185.6060605887,1.2425852406090647,1.0
BURN (SOMETHING),ROW,1906114.1111111236,1.242555983100421,1.0
SHEEP,WOOL,1857690.8888888771,1.242555983100393,1.0
SIT,DAY (24 HOURS),3177113.7323943954,1.242550200406299,1.0
FATHER,BECAUSE,1624559.7540983565,1.2425403188789252,1.0
HOLD,TRAP (CATCH),3771276.3781512408,1.2424604336442056,1.0
MEAT,ANIMAL,2910257.341463396,1.2422849072978965,1.0
THIGH,BRANCH,1474605.155963288,1.2422048927613567,1.0
CLAW,FINGER,2543868.3243243364,1.2421028355365782,1.0
EYE,EAR,1876653.859154924,1.2420448122808834,1.0
WIND,EAR,1876653.859154924,1.2420448122808834,1.0
MOSQUITO,TEN,1452190.6261682261,1.242000783782879,1.0
NO,YES,2112331.2075471636,1.24199675369659,1.0
LAND,VILLAGE,3494113.644444461,1.241940452988855,1.0
HIGH,HORSE,2230337.85542167,1.241925518731259,1.0
ALCOHOL (FERMENTED DRINK),MARKET,1068945.7826086949,1.2417965952934922,1.0
SEW,HUNT,2104432.9746835404,1.2417878476348945,1.0
SUN,HOUR,2437625.4804469342,1.2416918399921872,1.0
LATE,LAST (FINAL),1247238.8888888787,1.241650532366984,1.0
BE BORN,BE,1429642.4761904879,1.2416114402880036,1.0
ARRIVE,BE BORN,2473165.801104994,1.2416060552992256,1.0
CLOTHES,DRESS,1451154.000000007,1.2415984143056888,1.0
SEND,PAY,1598166.3333333423,1.2415984143056742,1.0
WEATHER,SEASON,1529501.3931624177,1.2415173322961441,1.0
CARRY,PINCH,4242053.22580648,1.241175937771694,1.0
STRANGER,ENEMY,677941.7272727297,1.241090226335636,1.0
FORGET,FORGIVE,650270.6363636306,1.241090226335623,1.0
FEEL,TOUCH,1416133.4035087517,1.2410810812484219,1.0
NINE,EIGHT,808382.3076923061,1.2410747430117164,1.0
LIGHTNING,THUNDER,1301916.8148148146,1.2410525857947898,1.0
SPIRIT,IDEA,1375210.200000012,1.2409686511393354,1.0
BIG,THICK,2506172.0793650704,1.2409125336018225,1.0
YOU,THEIR,2551918.5405405564,1.24072866430284,1.0
WATER,BITTER,3199010.581395386,1.2406389221487542,1.0
CLUB,SWORD,1185115.8888888801,1.2406300516526692,1.0
HAVE,BRAID,2009661.7894736882,1.2406051177890425,1.0
SQUEEZE,STRETCH,2606590.1489361725,1.2404684487119413,1.0
LAND,LOW,3493456.982300853,1.2403617556228217,1.0
LAND,DOWN OR BELOW,3493456.9823008515,1.240361755622821,1.0
THROW,JUMP,1714905.0769230523,1.2403543547190694,1.0
HEALTHY,SPRING OR WELL,976347.2068965567,1.2402998734541013,1.0
HOW MANY PIECES,SOME,1627416.3870967606,1.2402182383928537,1.0
SHORE,FRINGE,1400618.5384615452,1.2401671974438,1.0
DRAG,UNDRESS,1055281.8208955247,1.2400877232960645,1.0
SPLIT,SCRAPE,2266155.23076922,1.239932845892695,1.0
TAKE,DRIVE,3537536.6491227644,1.2398457279174764,1.0
BESIDE,HALF,1352153.8775510248,1.2398129171601653,1.0
ARROW,FLOWER,1310818.4893617039,1.2395416080940314,1.0
BLOW (OF WIND),HUNT,2091678.8354430266,1.23945210650336,1.0
SLEEP,MOSQUITO,2551423.172043017,1.239450470668136,1.0
MILK,LINE,1787364.0588235364,1.2394471940534246,1.0
TRY,ABUSE,1761804.2238806006,1.2394284666165931,1.0
LISTEN,BELIEVE,1757275.164179101,1.239428466616588,1.0
SWEEP,TWIST,1800100.708029202,1.2394120217052047,1.0
STEAL,CRAWL,1812809.3478260774,1.2393489980778785,1.0
IRON,GO DOWN (DESCEND),1615142.0163934657,1.2393471297056204,1.0
POUR,FULL,2278067.6470588082,1.2392648862587405,1.0
SUCK,COVER,2213631.2048192755,1.2392592698658083,1.0
THINK (REFLECT),DEFEND,2213631.204819275,1.239259269865808,1.0
LIGHT (WEIGHT),SWELL,1500659.8571428456,1.239245181315063,1.0
YOUNGER BROTHER,OLDER SIBLING,1828581.6453900873,1.2390055211207471,1.0
COME BACK,FAN (OBJECT),1917918.0,1.2389823978718688,1.0
COME BACK,KNEEL,1917918.0,1.2389823978718688,1.0
CLEAR,CERTAIN,1314602.0526315677,1.2389604921533015,1.0
IMITATE,DIMINISH,1455960.4074073986,1.2388966340825218,1.0
RUB,SCRAPE,2158243.07692307,1.2386640280242254,1.0
BITE,MY,2180700.7575757555,1.238506376430237,1.0
HUSBAND,OLD MAN,2906829.313725508,1.2384777277762098,1.0
WALK,ASK (REQUEST),3720922.680851095,1.2383448276678752,1.0
SQUEEZE,TUMBLE (FALL DOWN),2606099.195767174,1.2383326049465209,1.0
TAKE,CARRY IN HAND,3514287.1091702543,1.23830498160512,1.0
AXE,MOW,1770083.2592592454,1.2382168027284675,1.0
BREAK (DESTROY OR GET DESTROYED),CULTIVATE,2456948.3204419757,1.2380978016483644,1.0
BAD,DIFFICULT,2140254.1728395084,1.2380939089681893,1.0
WOMAN,NOT,3213242.410138223,1.2380050321546276,1.0
AGE,SEASON,1500733.3418803483,1.237956141196431,1.0
WORLD,GOD,2180700.7575757555,1.2378160071453654,1.0
SHOUT,LOUD,1963332.2000000149,1.2377662007007144,1.0
GROUND,TOWN,1854523.5070422452,1.237764889846451,1.0
SMALL,SHORT,2291375.033707846,1.2377130947773158,1.0
FULL,SEVEN,1378987.217821777,1.2376676336629482,1.0
PERSON,MOSQUITO,2535351.215053786,1.2376113284908123,1.0
DIG,CULTIVATE,2383969.6574585736,1.2375888627485057,1.0
PICK UP,FEAR (BE AFRAID),2448839.580110471,1.2375888627484968,1.0
EXTINGUISH,THIRSTY,1281902.4782608673,1.2375464219098702,1.0
SIT,NEAR,3179276.4074073993,1.2373965114465892,1.0
HIS OR HER,YOUR (PLURAL),2140254.172839508,1.2373605126899079,1.0
CARRY,SPREAD OUT,4239507.501991959,1.237203600637055,1.0
SELL,SOFT,1540071.7241379297,1.2371640079736215,1.0
SELL,PRICE,1540071.724137929,1.237164007973621,1.0
NEST,BE HUNGRY,1072674.1428571423,1.2371306060832654,1.0
ASK (INQUIRE),AGAIN,1346953.285714281,1.2371103558808587,1.0
EAT,VILLAGE,3388001.7333333557,1.237106516938618,1.0
SUN,DOG,2448839.580110471,1.2370779500403752,1.0
SPEAK,TRY,4469027.5914397165,1.2369939706628554,1.0
GILL,GUMS,447587.0,1.2369373029230364,1.0
CUT,RUN,4465373.43968875,1.2368843976869077,1.0
CUT,TRY,4465373.439688749,1.2368843976869075,1.0
WALK,FLOAT,3716532.3050847445,1.236883684938477,1.0
SING,ANSWER,1739894.1278195814,1.236788996730961,1.0
TAKE,SMOKE (EXHAUST),3536314.8260869305,1.2367776330867908,1.0
LIE DOWN,LAUGH,2261499.8823529324,1.2367539047772231,1.0
CHEST,LUNG,1436083.814814816,1.2367250986230767,1.0
CHEST,NIPPLE,1450991.2592592523,1.2367250986230534,1.0
LANGUAGE,PLANT (SOMETHING),2872159.137931072,1.2367207712146393,1.0
CERTAIN,FAITHFUL,933575.5,1.2365692695716375,1.0
THOU,TWO,2570554.3404255114,1.2364855167980815,1.0
LEAVE,RIPEN,2683411.6391752814,1.236304177961293,1.0
DIE,RIPEN,2683411.6391752814,1.236304177961293,1.0
DIE,FIGHT,2683411.639175281,1.2363041779612929,1.0
SEIZE,ROAST (SOMETHING),3738321.0843882225,1.2362941845953381,1.0
FRINGE,TIP (OF OBJECT),1068945.7826086944,1.236287466842694,1.0
STOMACH,GARDEN-HOUSE,2074673.3164556946,1.2362862102470429,1.0
SHIVER,JUMP,1701149.1538461503,1.236243271386837,1.0
COLD,COOKED RICE,1701149.1538461498,1.2362432713868365,1.0
FEAR (BE AFRAID),FEAR (FRIGHT),1343200.8301886793,1.2361829806688063,1.0
"DWELL (LIVE, RESIDE)",AT,2967199.6153846383,1.2361779484595492,1.0
MEDICINE,EMBRACE,1150778.0256410204,1.236177927007108,1.0
THAT,SET (HEAVENLY BODIES),2103303.999999993,1.236127206726864,1.0
RUB,LAUGH,2257357.941176465,1.2361194483136484,1.0
COME,DOG,2428567.729281787,1.2360501570905713,1.0
DIVIDE,SEPARATE,2282228.5721925227,1.2359035721673464,1.0
DIVIDE,IMITATE,2546951.0427807732,1.2359035721673448,1.0
GOOD,TRUE,2542940.096256671,1.2359035721673153,1.0
SEED,DARKNESS,2621151.6125654285,1.2358482497480976,1.0
SEED,NOW,2621151.612565428,1.2358482497480974,1.0
SWEEP,TEAR (SHRED),1799381.130434798,1.2358346934402027,1.0
CHANGE,CRAWL,1799381.1304347974,1.235834693440202,1.0
SWEEP,CRAWL,1799381.1304347974,1.235834693440202,1.0
BELLY,BELLY OR STOMACH,1723787.211678832,1.235827755462938,1.0
SAY,SHIVER,3916773.530864208,1.2357108920916156,1.0
